source_url,title,price,location,date_posted,fuel_type,kilometers,year,body_type,engine_capacity_cc,transmission,color,doors,seats,payment_option,brand,model,power_hp,air_conditioning,interior,owners,consumption,extra_features
https://www.dubizzle.com.eg/en/ad/kia-cerato-2010-ID204659390.html,Kia Cerato 2010.,"EGP 585,000","Salam City, Cairo",1 week ago,Benzine,98000,2010,Sedan,,Automatic,Brown,4/5,5,Cash,Kia,Cerato,120,Automatic air conditioning,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/mercedes-benz-g63-2025-immediate-delivery-ID204961674.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/opel-corsa-2003-ID205133924.html,Opel Corsa 2003,"EGP 200,000","Sheraton, Cairo",2 weeks ago,Benzine,277000,2003,Sedan,,Manual,Green,,,Cash,Opel,Corsa,,,,,,
https://www.dubizzle.com.eg/en/ad/toyota-land-cruiser-prado-vxr-4-wd-full-package-2023-cc-4000-v-6-new-ID205077426.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-128-1987-ID205225039.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%B3%D8%A7%D9%86%D8%AA%D8%A7%D9%81%D9%89-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2025-%D8%AC%D8%AF%D9%8A%D8%AF-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-santa-fe-mx5-calligraphy-p2-ID205225932.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%88%D9%84%D9%83%D8%B3%D9%81%D8%A7%D8%BA%D9%86-%D8%AC%D9%88%D9%84%D9%81-1984-ID205233157.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-%D8%A3%D9%88%D9%86%D9%88-1993-ID205190680.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/bmw-520-2024-2024-bmw-520i-m-sport-ID205234409.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%8A-2011-ID204936157.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D9%85%D9%83%D8%B3%D9%8A%D9%85%D8%A7-1999-ID205223075.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%8A-2001-ID205192276.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D9%83%D9%88%D8%AF%D8%A7-%D8%B1%D8%A7%D8%A8%D9%8A%D8%AF-%D8%B3%D8%A8%D9%8A%D8%B3-%D8%A8%D8%A7%D9%83-2015-IDh7013013.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/renault-sandero-2017-ID205146557.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D9%84%D9%88%D8%AC%D8%A7%D9%86-2022-%D8%A7%D9%84%D8%B3%D8%B9%D8%B1-%D9%82%D8%A7%D8%A8%D9%84-%D9%84%D9%84%D8%AA%D9%81%D8%A7%D9%88%D8%B6-ID205148175.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%A8%D9%8A-%D8%A7%D9%85-%D8%AF%D8%A8%D9%84%D9%8A%D9%88-320-2010-bmw-320-%D8%A7%D8%B9%D9%84%D9%8A-%D9%81%D8%A6%D9%87-ID205135090.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%84%D8%A7%D8%AF%D8%A7-%D8%B3%D9%85%D8%A7%D8%B1%D8%A7-2005-ID202312527.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D9%86%D9%82%D9%84-%D8%AF%D8%A8%D8%A7%D8%A8%D8%A9-2021-ID205118065.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%A7%D9%88%D8%A8%D8%AA%D8%B1%D8%A7-2011-ID205166029.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/peugeot-408-2024-ID205202435.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/bmw-318i-german-ID196184410.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/seat-ateca-style-plus-2025-ID204665562.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-128-IDh7011359.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D9%83%D9%88%D8%AF%D8%A7-%D9%83%D9%88%D8%AF%D9%8A%D8%A7%D9%83-2020-%D8%AA%D8%A7%D9%86%D9%89-%D9%81%D8%A6%D9%87-ID205234307.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D9%88%D8%B2%D9%88%D9%83%D9%89-%D8%B3%D9%88%D9%8A%D9%81%D8%AA-1995-IDh7005748.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC-2020-ID205187280.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%88%D9%84%D9%83%D8%B3%D9%81%D8%A7%D8%BA%D9%86-%D8%A8%D8%A7%D8%B3%D8%A7%D8%AA-2008-ID205184628.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-131-1977-ID205212152.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%85%D8%A7%D8%B2%D8%AF%D8%A7-3-2015-ID205181929.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/peugeot-301-2019-ID205155365.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-128-1975-zz-ID205173908.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/mercedes-benz-eqe-500-2024-ID205177824.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/mercedes-benz-c180-amg-2019-ID205203149.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%AF%D8%A7%D9%8A%D9%88-%D9%84%D8%A7%D9%86%D9%88%D8%B3-2000-IDh7013575.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A8%D9%8A%D8%B1%D8%A7%D9%86%D8%B2%D8%A7-%D8%A5%D9%8A%D9%87-516-2011-ID205182795.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D8%A7%D8%AA-131-1980-IDh7006964.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%86%D9%8A%D8%B3%D8%A7%D9%86-%D8%B5%D9%86%D9%8A-2017-ID205238085.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/porsche-macan-2022-ID203690988.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/renault-megane-2006-2006-ID205197270.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/mercedes-cla180-2018-ID205027702.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/honda-hr-v-2024-ID205177014.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%A3%D9%88%D8%A8%D9%84-%D8%A3%D8%B3%D8%AA%D8%B1%D8%A7-2017-ID205211932.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D9%83%D8%A7%D8%B1%D9%8A%D9%86%D8%B2-ID205236159.html,كيا كارينز,"EGP 620,000","Heliopolis, Cairo",7 hours ago,Benzine,250000,2010,Hatchback,,Automatic,Gray,4/5,5,Cash,Kia,Carens,130,Automatic air conditioning 4 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/chevrolet-aveo-2010-ID205136873.html,Chevrolet Aveo 2010,"EGP 360,000","Moharam Bik, Alexandria",1 week ago,Benzine,200,2010,Sedan,,Manual,Burgundy,4/5,,Cash,Chevrolet,Aveo,,,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/porsche-cayenne-2024-ID205152670.html,Porsche Cayenne 2024,"EGP 9,400,000","Swan Lake West, Sheikh Zayed",1 week ago,Benzine,8500,2024,SUV,,Automatic,Black,4/5,5,Cash,Porsche,Cayenne,340,Automatic air conditioning 2 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D8%AC%D9%8A%D8%A8-%D8%AC%D8%B1%D8%A7%D9%86%D8%AF-%D8%B4%D9%8A%D8%B1%D9%88%D9%83%D9%89-2020-%D8%A3%D9%88%D9%84-%D9%85%D8%A7%D9%84%D9%83-%D9%A1%D9%A9-%D8%A7%D9%84%D9%81-%D9%83%D9%85-%D9%81%D9%82%D8%B7-ID205191765.html,جيب جراند شيروكى 2020 أول مالك ١٩ الف كم فقط,"EGP 3,500,000","Obour City, Cairo",5 days ago,Benzine,19000,2020,4X4,,Automatic,White,4/5,5,Cash,Jeep,Grand Cherokee,360,Automatic air conditioning 4 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/opel-astra-2021-topline-ID205186389.html,Opel Astra 2021 Topline,"EGP 760,000","Heliopolis, Cairo",6 days ago,Benzine,90000,2021,Sedan,,Automatic,Silver,,,Cash or Installment,Opel,Astra,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D9%84%D9%88%D8%AC%D8%A7%D9%86-mcv-2010-ID205218692.html,رينو لوجان MCV 2010,"EGP 350,000","Shebin al-Koum, Monufia",2 days ago,Benzine,146,2010,Estate,,Automatic,Gray,2/3,6,Cash,Renault,Logan MCV,145,A/C manual,Velour,,,
https://www.dubizzle.com.eg/en/ad/mercedes-benz-cla-200-2021-amg-ID203710958.html,Mercedes-Benz CLA 200 2021 AMG,"EGP 2,250,000","Madinaty, Cairo",2 weeks ago,Benzine,81000,2021,Sports / Coupe,,Automatic,White,4/5,,Cash,Mercedes-Benz,CLA 200,,Automatic air conditioning,Part Leather,,,
https://www.dubizzle.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7-2025-ID205224238.html,تويوتا كورولا 2025,"EGP 1,625,000","Smoha, Alexandria",1 day ago,Benzine,-,2025,Sedan,,Automatic,Brown,,,Cash or Installment,Toyota,Corolla,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D9%8A%D8%AA%D8%B1%D9%88%D9%8A%D9%86-%D8%B2%D8%AF-%D8%A5%D9%83%D8%B3-1999-ID205198332.html,,,,,,,,,,,,,,,,,,,,,,
https://www.dubizzle.com.eg/en/ad/2021-megan-4-ID205063805.html,2021 Megan 4,"EGP 800,000","Hadayek October, Giza",6 days ago,Benzine,110000,2021,Sedan,,Automatic,White,4/5,,Cash,Renault,Megane,,A/C manual,Cloth,,,
https://www.dubizzle.com.eg/en/ad/%D8%AC%D9%8A%D8%A8-%D8%B4%D9%8A%D8%B1%D9%88%D9%83%D9%89-1993-ID205196879.html,جيب شيروكى 1993,"EGP 400,000","Hadayek al-Ahram, Giza",4 days ago,Benzine,220000,1993,4X4,,Automatic,Black,2/3,5,Cash,Jeep,Cherokee,,A/C manual,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D8%A8%D9%8A-%D8%A7%D9%85-%D8%AF%D8%A8%D9%84%D9%8A%D9%88-%D8%A5%D9%83%D8%B3-6-2019-ID205190196.html,بي ام دبليو إكس 6 2019,"EGP 3,850,000","5th Settlement, New Cairo",4 hours ago,Benzine,90000,2019,SUV,,Automatic,White,4/5,5,Cash,BMW,X6,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A8%D9%8A%D8%B1%D8%A7%D9%86%D8%B2%D8%A7-%D8%A5%D9%8A%D9%87-620-2010-ID205187913.html,سبيرانزا إيه 620 2010,"EGP 300,000","Warraq, Giza",5 days ago,Natural Gas,190,2010,Sedan,,Automatic,Silver,4/5,4,Cash,Speranza,A620,,Automatic air conditioning,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-2012-ID203223642.html,كيا سيراتو 2012,"EGP 650,000","Markaz Sohag, Sohag",2 weeks ago,Benzine,160000,2012,Sedan,,Automatic,Black,4/5,5,Cash,Kia,Cerato,100,A/C manual,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/suzuki-alto-2020-ID205219929.html,Suzuki Alto 2020,"EGP 360,000","Seyouf, Alexandria",2 days ago,Benzine,18000,2020,Hatchback,,Manual,White,4/5,4,Cash,Suzuki,Alto,47,A/C manual,Cloth,,,
https://www.dubizzle.com.eg/en/ad/%D8%AF%D8%A7%D9%8A%D9%88-%D9%84%D8%A7%D9%86%D9%88%D8%B3-2-2007-IDh7007295.html,دايو لانوس 2 2007,"EGP 275,000","Wadi al-Natrun, Beheira",1 week ago,Benzine,200000,2007,,,Manual,Black,,,,Daewoo,,,,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/fiat-panda-2017-%D9%81%D9%8A%D8%A7%D8%AA-%D8%A8%D8%A7%D9%86%D8%AF%D8%A7-%D8%AD%D8%A7%D9%84%D9%87-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-ID203338458.html,Fiat Panda 2017 فيات باندا حاله ممتازه,"EGP 410,000","Damietta City, Damietta",1 week ago,Benzine,123000,2017,Hatchback,,Manual,White,,,Cash,Fiat,Panda,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7-%D9%83%D9%88%D8%B1%D9%88%D9%84%D8%A7-2004-ID205232128.html,تويوتا كورولا 2004,"EGP 500,000","El Fostat, Cairo",13 hours ago,Benzine,250000,2004,Sedan,,Manual,Red,4/5,,Cash,Toyota,Corolla,,Automatic air conditioning,Part Leather,,,
https://www.dubizzle.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%A8%D9%86%D8%B2-%D8%AC%D9%89-%D8%A5%D9%84-%D8%A5%D8%B3-2024-ID205034449.html,مرسيدس بنز جى إل إس 2024,"EGP 9,000,000","5th Settlement, New Cairo",1 week ago,Benzine,13400,2024,SUV,,Automatic,Black,4/5,5,Cash or Installment,Mercedes-Benz,GLS,500,Automatic air conditioning 4 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D8%AF%D8%A7%D9%8A%D9%87%D8%A7%D8%AA%D8%B3%D9%88-%D8%AC%D8%B1%D8%A7%D9%86-%D9%85%D8%A7%D9%83%D8%B3-2011-ID203372988.html,دايهاتسو جران ماكس 2011,"EGP 275,000","Hawamdeya, Giza",1 week ago,Benzine,275000,2011,Pickup,,Manual,White,,,Cash,Daihatsu,Gran Max,,,Other,,,
https://www.dubizzle.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-2010-ID205075849.html,كيا سيراتو 2010,"EGP 610,000","Nasr City, Cairo",8 hours ago,Benzine,270000,2010,Sedan,,Automatic,Silver,4/5,4,Cash,Kia,Cerato,,Automatic air conditioning,,,,
https://www.dubizzle.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D9%83%D9%8A-3-2024-ID205170458.html,كيا كي 3 2024,"EGP 1,600,000","Nasr City, Cairo",9 hours ago,Benzine,24000,2024,Sedan,,Automatic,White,,,Cash,Kia,K3,,Automatic air conditioning 2 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D8%B1%D9%8A%D9%86%D9%88-%D9%83%D8%A7%D8%B1%D8%AF%D9%8A%D8%A7%D9%86-renault-kardian-2025-ID204454327.html,رينو كارديان Renault Kardian 2025,"EGP 890,000","Nasr City, Cairo",2 weeks ago,Benzine,-,2025,Hatchback,,Automatic,Blue- Navy Blue,,,Cash or Installment,Renault,Kadjar,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D9%8A%D8%A7%D8%AA-%D8%AA%D9%88%D9%84%D9%8A%D8%AF%D9%88-2019-%D8%A7%D8%AA%D9%88%D9%85%D8%A7%D8%AA%D9%83-%D8%B9%D8%AF%D8%A7%D8%AF-90%D8%A7%D9%84%D9%81-%D9%83%D8%A7%D8%B4-%D8%A7%D9%88-%D8%AA%D9%82%D8%B3%D9%8A%D8%B7-ID204772884.html,سيات توليدو 2019 اتوماتك عداد 90الف كاش او تقسيط,"EGP 780,000","Nasr City, Cairo",4 days ago,Benzine,90000,2019,Sedan,,Automatic,Gray,4/5,,Cash or Installment,Seat,Toledo,,Automatic air conditioning,Cloth,,,
https://www.dubizzle.com.eg/en/ad/citroen-c3-2003-ID204840056.html,Citroen C3 2003,"EGP 230,000","Miami, Alexandria",5 days ago,Benzine,216000,2003,Hatchback,,Manual,Silver,4/5,5,Cash,Citroen,C3,,Automatic air conditioning,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/mercedes-benz-eqs-450-amg-model-2022-ID205146079.html,Mercedes-Benz EQS 450+ AMG MODEL 2022,"EGP 4,400,000","Valeria Maadi, Zahraa Al Maadi",1 week ago,Electric,20000,2022,Sedan,,Automatic,Silver,4/5,,Exchange,Mercedes-Benz,EQS 450+,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%A8%D8%B1%D9%88%D8%AA%D9%88%D9%86-%D8%A8%D9%8A%D8%B1%D8%B3%D9%88%D9%86%D8%A7-2009-ID204896294.html,بروتون بيرسونا 2009,"EGP 375,000","Degla Palms Compound, 6th of October",3 days ago,Benzine,260000,2009,Sedan,,Automatic,Silver,4/5,5,Cash,Proton,Persona,128,A/C manual,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D8%AF%D8%A7%D9%8A%D9%88-%D9%84%D8%A7%D9%86%D9%88%D8%B3-2007-IDh7007692.html,دايو لانوس 2007,"EGP 240,000","Helwan, Cairo",1 week ago,Benzine,1,2007,,,Manual,Silver,,,,Daewoo,Lanos,,,,,,
https://www.dubizzle.com.eg/en/ad/%D8%A8%D9%88%D8%B1%D8%B4%D9%87-%D9%85%D8%A7%D9%83%D8%A7%D9%86-2024-ID205148291.html,بورشه ماكان 2024,"EGP 5,200,000","Sheikh Zayed, Giza",2 days ago,Benzine,10000,2024,4X4,,Automatic,Black,,,Cash or Installment,Porsche,Macan,300,,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%88%D8%B1%D9%8A%D9%86%D8%AA%D9%88-2025-ID205213526.html,كيا سورينتو 2025,"EGP 3,050,000","3rd Settlement, New Cairo",2 days ago,Hybrid,6000,2025,SUV,,Automatic,White,4/5,7,,Kia,Sorento,230,Automatic air conditioning 3 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%AC%D8%B1%D8%A7%D9%86%D8%AF-%D8%A7%D9%89-10-2015-ID205170280.html,هيونداي جراند اى 10 2015,"EGP 490,000","8th District, Nasr City",1 week ago,Benzine,118000,2015,Estate,,Automatic,Gray,4/5,,Cash or Installment,Hyundai,Grand I10,90,Automatic air conditioning,Cloth,,,
https://www.dubizzle.com.eg/en/ad/chevrolet-captiva-2021-ID205223106.html,Chevrolet Captiva 2021,"EGP 950,000","Heliopolis, Cairo",1 day ago,Benzine,39000,2021,SUV,,Automatic,Gray,4/5,5,Cash,Chevrolet,Captiva,,Automatic air conditioning,Other,,,
https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A8%D9%8A%D8%B1%D8%A7%D9%86%D8%B2%D8%A7-%D8%A5%D9%8A%D9%87-113-%D9%85%D9%88%D8%AF%D9%8A%D9%84-2011-ID205148881.html,سبيرانزا إيه 113 موديل 2011,"EGP 220,000","New Cairo, Cairo",1 week ago,Benzine,93000,2011,Hatchback,,Manual,Burgundy,4/5,,Cash,Speranza,A113,,Automatic air conditioning,Cloth,,,
https://www.dubizzle.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%AC%D8%A7%D9%84%D9%88%D8%A8%D8%B1-1994-ID205238530.html,هيونداي جالوبر 1994,"EGP 330,000","Kilo 21, Agami",3 hours ago,Diesel,335000,1994,4X4,,Automatic,Blue- Navy Blue,4/5,7,Cash,Hyundai,Galloper,,,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/mercedes-benz-c180-coupe2023-amg-ID204568486.html,Mercedes-Benz C180 coupe2023 AMG,"EGP 3,200,000","Heliopolis, Cairo",1 week ago,Benzine,5100,2023,Sports / Coupe,,Automatic,Black,4/5,2,Cash or Installment,Mercedes-Benz,C180,160,Automatic air conditioning 2 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/hyundai-verna-2015-ID205188768.html,Hyundai Verna 2015,"EGP 400,000","Khosous, Qalyubia",5 days ago,Natural Gas,293000,2015,Sedan,,Manual,White,4/5,5,Cash,Hyundai,Verna,123,Automatic air conditioning,Cloth,,,
https://www.dubizzle.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%A8%D9%86%D8%B2-%D8%B3%D9%8A-180-2024-c180-ID205136917.html,مرسيدس بنز سي 180 2024 C180,"EGP 3,050,000","Heliopolis, Cairo",3 days ago,Benzine,4000,2024,Sedan,,Automatic,Black,4/5,5,Cash or Installment,Mercedes-Benz,C180,157,Automatic air conditioning,Part Leather,,,
https://www.dubizzle.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%AA%D9%88%D8%B3%D8%A7%D9%86-2019-%D8%A7%D9%88%D9%84%D9%89-ID205173884.html,هيونداي توسان 2019 اولى,"EGP 1,400,000","Waboor Elmayah, Alexandria",1 week ago,Benzine,100000,2019,Hatchback,,Automatic,Silver,4/5,,Cash,Hyundai,Tucson,,Automatic air conditioning,,,,
https://www.dubizzle.com.eg/en/ad/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A-%D9%84%D8%A7%D9%86%D8%B3%D8%B1-2001-IDh7005828.html,ميتسوبيشي لانسر 2001,"EGP 300,000","Damietta City, Damietta",2 weeks ago,Benzine,1,2001,,,Manual,White,,,,Mitsubishi,Lancer,,,,,,
https://www.dubizzle.com.eg/en/ad/%D9%83%D9%8A%D8%A7-%D8%B3%D9%8A%D8%B1%D8%A7%D8%AA%D9%88-2022-ID204780955.html,كيا سيراتو 2022,"EGP 1,150,000","Zahraa Al Maadi, Cairo",2 weeks ago,Benzine,48000,2022,Sedan,,Automatic,Red,4/5,4,Cash,Kia,Cerato,,Automatic air conditioning 4 zones,Cloth,,,
https://www.dubizzle.com.eg/en/ad/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3-%D8%A8%D9%86%D8%B2-%D8%B3%D9%8A-180-2000-ID204878149.html,مرسيدس بنز سي 180 2000,"EGP 470,000","Heliopolis, Cairo",1 week ago,Benzine,999999,2000,Sedan,,Automatic,Black,4/5,5,Cash,Mercedes-Benz,C180,33,Automatic air conditioning,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/bmw-740i-pure-excellence-%D8%A7%D9%84%D9%88%D8%AD%D9%8A%D8%AF%D8%A9-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1-%D8%A7%D8%B3%D8%AA%D9%84%D8%A7%D9%85-%D9%81%D9%88%D8%B1%D9%8A-%D8%B6%D9%85%D8%A7%D9%86-%D8%A7%D9%84%D9%88%D9%83%D9%8A%D9%84-ID203698928.html,BMW 740i - Pure Excellence - الوحيدة في مصر استلام فوري ضمان الوكيل,"EGP 7,600,000","New Cairo, Cairo",7 hours ago,Benzine,-,2024,Sedan,,Automatic,Blue- Navy Blue,4/5,4,Cash or Installment,BMW,740,375,Automatic air conditioning 4 zones,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D8%B4%D9%8A%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87-%D8%A5%D9%86-300-2020-ID205190175.html,شيفروليه إن 300 2020,"EGP 400,030","Haram Life, 6th of October",5 days ago,Diesel,300000,2020,MPV,,Manual,Black,4/5,7,Cash,Chevrolet,N300,,Automatic air conditioning,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/mazda-other-1984-ID205162308.html,Mazda Other 1984,"EGP 80,000","Seyouf, Alexandria",1 week ago,Benzine,1,1984,Hatchback,,Automatic,Burgundy,4/5,6,Cash or Installment,Mazda,Other,10,Automatic air conditioning 2 zones,Other,,,
https://www.dubizzle.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%AA%D9%88%D8%B3%D8%A7%D9%86-2022-ID205193612.html,هيونداي توسان 2022,"EGP 1,620,000","Nasr City, Cairo",5 days ago,Benzine,9000,2022,Hatchback,,Automatic,Gray,4/5,4,Cash or Installment,Hyundai,Tucson,,Automatic air conditioning,Cloth,,,
https://www.dubizzle.com.eg/en/ad/%D8%A8%D8%B1%D9%88%D8%AA%D9%88%D9%86-%D8%B3%D8%A7%D8%AC%D8%A7-2022-ID204382218.html,بروتون ساجا 2022,"EGP 465,000","Nasr City, Cairo",7 hours ago,Benzine,205000,2022,Sedan,,Automatic,Burgundy,,,Cash,Proton,Saga,,A/C manual,,,,
https://www.dubizzle.com.eg/en/ad/fiat-128-1987-%D9%81%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%84%D9%88%D9%86-%D8%A7%D9%84%D8%A7%D8%A8%D9%8A%D8%B6-ID204854345.html,Fiat 128 1987 فيات اللون الابيض,"EGP 59,000","Mansura, Dakahlia",2 weeks ago,Benzine,110000,1987,Sedan,,Manual,White,4/5,,Cash,Fiat,128,,,Full Leather,,,
https://www.dubizzle.com.eg/en/ad/%D9%87%D9%8A%D9%88%D9%86%D8%AF%D8%A7%D9%8A-%D8%A5%D9%84%D9%8A%D9%86%D8%AA%D8%B1%D8%A7-2021-ID205151227.html,هيونداي إلينترا 2021,"EGP 1,175,000","Nasr City, Cairo",1 week ago,Benzine,65000,2021,Sedan,,Automatic,White,4/5,,Cash,Hyundai,Elantra,16,Automatic air conditioning 4 zones,Cloth,,,
